angDist,SourceID,RA,DEC,main_id,ra,dec,coo_err_maj,coo_err_min,coo_err_angle,nbref,ra_sexa,dec_sexa,coo_qual,coo_bibcode,main_type,other_types,radvel,radvel_err,redshift,redshift_err,sp_type,morph_type,plx,plx_err,pmra,pmdec,pm_err_maj,pm_err_min,pm_err_pa,size_maj,size_min,size_angle,B,V,R,J,H,K,u,g,r,i,z
0.098791,300,5.0380517,59.2991949,[MAC92]  3,5.0380387357,+59.2991682684,0.000,0.000,90,4,00 20 09.12930,+59 17 57.0058,A,2020yCat.1350....0G,WR*,*|WR*,,,,,WN,,0.0527,0.5478,-0.381,0.417,0.511,0.595,90,,,,21.810,20.790,,,,,,,,,
0.318503,301,5.0937424,59.28968705,LGGS J002022.58+591723.2,5.0936505581,+59.2896120331,0.002,0.007,90,1,00 20 22.47613,+59 17 22.6033,C,2018yCat.1345....0G,Em*,*|Em*,,,,,,,,,,,,,32767,,,,21.950,21.420,,,,,,,,,
0.133038,315,5.0868978,59.2869242,[TG2009] 37,5.0869583333,+59.2869444444,,,172,2,00 20 20.87   ,+59 17 13.0   ,C,2015ApJ...804..123L,Cl*,Cl*,,,,,,,,,,,,,,0.034000,0.034000,90,20.495,19.554,18.742,,,,,,,,
0.451896,327,5.10439885,59.2943037,[TG2009] 47,5.1042916667,+59.2944166667,,,172,3,00 20 25.03   ,+59 17 39.9   ,C,2015ApJ...804..123L,Cl*,Cl*,,,,,,,,,,,,,,0.047000,0.047000,90,19.226,18.504,18.001,,,,,,,,
0.955235,327,5.10439885,59.2943037,[H2001] 1-3,5.1039583333,+59.2944444444,,,172,3,00 20 24.95   ,+59 17 40.0   ,D,2001ApJ...559..225H,Cl*,Cl*,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.635676,329,5.0639615,59.3226192,[DBL2004] 283,5.0645833333,+59.3229444444,,,172,1,00 20 15.50   ,+59 19 22.6   ,D,2004A&A...424..125D,C*,C*,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.393243,335,5.0937108,59.2879426,[MAC92]  8,5.0939166667,+59.2879722222,,,172,3,00 20 22.54   ,+59 17 16.7   ,D,,WR*,WR*,,,,,WN,,,,,,,,,,,,,,,,,,,,,,
1.208791,335,5.0937108,59.2879426,[TG2009] 41,5.0937500000,+59.2882777778,,,172,2,00 20 22.50   ,+59 17 17.8   ,C,2015ApJ...804..123L,Cl*,Cl*,,,,,,,,,,,,,,0.160000,0.160000,90,21.063,19.896,18.793,,,,,,,,
0.188238,342,5.10987185,59.30138035,LGGS J002026.38+591804.8,5.1099166667,+59.3013333333,0.100,0.100,90,1,00 20 26.38   ,+59 18 04.8   ,C,2007AJ....134.2474M,Em*,*|Em*,,,,,,,,,,,,,,,,,21.420,20.890,,,,,,,,,
1.573857,355,5.0958045,59.2882378,[HL90]  88,5.0962500000,+59.2886111111,,,172,1,00 20 23.1    ,+59 17 19     ,D,,HII,HII,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.613660,355,5.0958045,59.2882378,LGGS J002023.18+591718.4,5.0965833333,+59.2884444444,0.100,0.100,90,1,00 20 23.18   ,+59 17 18.4   ,C,2007AJ....134.2474M,Em*,*|Em*,,,,,,,,,,,,,,,,,21.710,21.030,,,,,,,,,
1.662132,355,5.0958045,59.2882378,LGGS J002023.18+591718.5,5.0965833333,+59.2884722222,0.100,0.100,90,1,00 20 23.18   ,+59 17 18.5   ,C,2007AJ....134.2474M,Em*,*|Em*,,,,,,,,,,,,,,,,,21.710,21.010,,,,,,,,,
1.803073,355,5.0958045,59.2882378,[HL90]  81,5.0954166667,+59.2877777778,,,172,2,00 20 22.9    ,+59 17 16     ,D,,HII,HII,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.724812,360,5.0743129,59.2839619,[TG2009] 28,5.0741250000,+59.2841388889,,,172,2,00 20 17.79   ,+59 17 02.9   ,C,2015ApJ...804..123L,Cl*,Cl*,,,,,,,,,,,,,,0.068000,0.068000,90,20.716,19.742,18.898,,,,,,,,
0.475749,364,5.0378419999999995,59.29401995,LGGS J002009.14+591738.3,5.0380833333,+59.2939722222,,,172,1,00 20 09.14   ,+59 17 38.3   ,D,2017ApJ...836...50L,Star,*,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.525167,364,5.0378419999999995,59.29401995,LGGS J002009.15+591738.4,5.0381250000,+59.2940000000,,,172,1,00 20 09.15   ,+59 17 38.4   ,D,2017ApJ...836...50L,Star,*,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.920376,365,5.107289,59.29498605,[HL90] 111b,5.1083333333,+59.2950000000,,,172,9,00 20 26.0    ,+59 17 42     ,D,,HII,HII,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.438965,372,5.0715762,59.2836566,[TG2009] 23,5.0713750000,+59.2837222222,,,172,2,00 20 17.13   ,+59 17 01.4   ,C,2015ApJ...804..123L,Cl*,Cl*,,,,,,,,,,,,,,0.057000,0.057000,90,20.739,19.298,18.331,,,,,,,,
0.187905,375,5.051705500000001,59.3213406,[TG2009] 19,5.0516666667,+59.3213888889,,,172,2,00 20 12.40   ,+59 19 17.0   ,C,2015ApJ...804..123L,Cl*,Cl*,,,,,,,,,,,,,,0.027000,0.027000,90,19.482,18.441,17.560,,,,,,,,
1.306832,379,5.1103881,59.29801325,LGGS J002026.61+591753.8,5.1108750000,+59.2982777778,0.100,0.100,90,1,00 20 26.61   ,+59 17 53.8   ,C,2007AJ....134.2474M,Em*,*|Em*,,,,,,,,,,,,,,,,,22.860,22.260,,,,,,,,,
1.796770,379,5.1103881,59.29801325,[HL90] 111e,5.1112500000,+59.2977777778,,,172,8,00 20 26.7    ,+59 17 52     ,D,,HII,HII,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.834907,381,5.1120521,59.30465785,[H2001] 2-1,5.1118333333,+59.3048611111,,,172,3,00 20 26.84   ,+59 18 17.5   ,C,2015ApJ...804..123L,Cl*,Cl*,,,,,,,,,,,,,,,,,21.322,20.443,19.777,,,,,,,,
1.571698,381,5.1120521,59.30465785,LGGS J002027.02+591818.0,5.1125833333,+59.3050000000,,,172,9,00 20 27.02   ,+59 18 18.0   ,D,2007AJ....133.2393M,WR*,*|WR*,,,,,,,,,,,,,,,,,22.950,22.270,21.690,,,,,,,,
1.436977,393,5.10177195,59.2896843,LGGS J002024.43+591724.3,5.1017916667,+59.2900833333,0.100,0.100,90,1,00 20 24.43   ,+59 17 24.3   ,C,2007AJ....134.2474M,Em*,*|Em*,,,,,,,,,,,,,,,,,21.840,21.210,,,,,,,,,
0.046591,395,5.1067061,59.31486325,LGGS J002025.63+591853.5,5.1067107353,+59.3148505260,0.000,0.000,90,1,00 20 25.61058,+59 18 53.4619,A,2020yCat.1350....0G,Em*,*|Em*,,,,,,,,,-0.018,-0.030,0.141,0.152,90,,,,19.370,18.770,,,,,,,,,
1.567150,405,5.03715115,59.315025399999996,[DBL2004] 228,5.0379166667,+59.3148333333,,,172,1,00 20 09.10   ,+59 18 53.4   ,D,2004A&A...424..125D,C*,C*,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.008583,408,5.0986605,59.2874471,[HL90]  91,5.0983333333,+59.2872222222,,,172,1,00 20 23.6    ,+59 17 14     ,D,,HII,HII,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.251288,416,5.0720292,59.2822916,[TG2009] 25,5.0720416667,+59.2823611111,,,172,2,00 20 17.29   ,+59 16 56.5   ,C,2015ApJ...804..123L,Cl*,Cl*,,,,,,,,,,,,,,0.045000,0.045000,90,20.991,20.097,19.467,,,,,,,,
0.745536,424,5.1146422000000005,59.3025413,[MAC92] 16,5.1150000000,+59.3026388889,,,172,4,00 20 27.60   ,+59 18 09.5   ,D,,WR*,WR*,,,,,WN,,,,,,,,,,,,,,,,,,,,,,
0.629433,431,5.0950505,59.2853578,LGGS J002022.75+591707.7,5.0947916667,+59.2854722222,0.100,0.100,90,1,00 20 22.75   ,+59 17 07.7   ,C,2007AJ....134.2474M,Em*,*|Em*,,,,,,,,,,,,,,,,,22.470,21.800,,,,,,,,,
0.671259,435,5.106202,59.29030335,LGGS J002025.42+591725.4,5.1058583420,+59.2903663315,0.000,0.000,90,1,00 20 25.40600,+59 17 25.3188,A,2020yCat.1350....0G,Em*,*|Em*|IR,,,,,,,,,-0.768,0.191,0.275,0.291,90,,,,22.440,21.040,,,14.614,14.179,,,,,
1.246653,435,5.106202,59.29030335,[BGR2000] Br 5,5.1066666667,+59.2905555556,,,172,10,00 20 25.6    ,+59 17 26     ,D,,HII,HII|PoG,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.006837,438,5.10133905,59.3201631,[LL2015] 44,5.1013410756,+59.3201646933,0.000,0.000,90,2,00 20 24.32186,+59 19 12.5929,A,2020yCat.1350....0G,Cl*,*|Cl*,,,,,,,0.2046,0.1833,-0.948,0.488,0.171,0.192,90,0.047000,0.047000,90,20.159,19.054,18.357,,,,,,,,
0.122515,444,5.04017125,59.2887255,[TG2009] 15,5.0401250000,+59.2887500000,,,172,2,00 20 09.63   ,+59 17 19.5   ,C,2015ApJ...804..123L,Cl*,Cl*,,,,,,,,,,,,,,0.038000,0.038000,90,19.379,18.256,17.300,,,,,,,,
1.866026,446,5.11154945,59.29440995,[VSG2007] 23,5.1117833333,+59.2939055556,,,172,1,00 20 26.828  ,+59 17 38.06  ,D,2007ApJ...662..272V,Star,*,,,,,,,,,,,,,,,,,,,,,19.130,18.250,,,,,
0.365085,447,5.0989025,59.2860393,[MAC92] 11,5.0989015020,+59.2861407112,0.001,0.001,90,3,00 20 23.73636,+59 17 10.1066,A,2020yCat.1350....0G,WR*,*|IR|WR*,,,,,WN,,,,-2.651,0.942,1.371,1.301,90,,,,,,,16.346,,,,,,,
1.458632,449,5.1158742,59.3056263,[GTA2012] 32,5.1165833333,+59.3058083333,,,172,1,00 20 27.980  ,+59 18 20.91  ,C,2012MNRAS.425.2557G,PN?_Candidate,PN?,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.051260,450,5.04205835,59.3205619,[HL90]  20,5.0420833333,+59.3205555556,,,172,4,00 20 10.1    ,+59 19 14     ,D,,HII,HII,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.602049,450,5.04205835,59.3205619,[YS93] HL20a,5.0422916667,+59.3204444444,,,172,1,00 20 10.15   ,+59 19 13.6   ,D,2009ApJ...703..370C,SNR,Rad|SNR|SR?,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.646977,468,5.03827695,59.3189597,LGGS J002009.18+591908.9,5.0382500000,+59.3191388889,0.100,0.100,90,1,00 20 09.18   ,+59 19 08.9   ,C,2007AJ....134.2474M,Em*,*|Em*,,,,,,,,,,,,,,,,,22.070,21.560,,,,,,,,,
0.660173,468,5.03827695,59.3189597,LGGS J002009.26+591908.6,5.0385833333,+59.3190555556,0.100,0.100,90,1,00 20 09.26   ,+59 19 08.6   ,C,2007AJ....134.2474M,Em*,*|Em*,,,,,,,,,,,,,,,,,22.120,21.340,,,,,,,,,
0.353700,469,5.1089,59.2906091,LGGS J002026.20+591726.3,5.1090833333,+59.2906388889,,,172,11,00 20 26.18   ,+59 17 26.3   ,D,2007AJ....133.2393M,WR*,*|WR*,,,,,WC4,,,,,,,,,,,,22.230,21.150,20.190,,,,,,,,
0.155549,473,5.111288249999999,59.29243025,LGGS J002026.69+591732.8,5.1112083333,+59.2924444444,,,172,10,00 20 26.69   ,+59 17 32.8   ,D,2007AJ....133.2393M,multiple_object,*|WR*|WR?|mul,,,,,WC?,,,,,,,,,,,,21.430,20.890,20.340,,,,,,,,
0.755871,473,5.111288249999999,59.29243025,[MAC92] 13-A,5.1109583333,+59.2925555556,,,172,2,00 20 26.63   ,+59 17 33.2   ,D,2003A&A...404..483C,WR*,WR*,,,,,WC5.5,,,,,,,,,,,,,20.800,,,,,,,,,
0.943696,473,5.111288249999999,59.29243025,[MAC92] 13-B,5.1109166667,+59.2926111111,,,172,2,00 20 26.62   ,+59 17 33.4   ,D,2003A&A...404..483C,Star,*|WR*,,,,,,,,,,,,,,,,,,23.100,,,,,,,,,
1.396650,480,5.1001012,59.2853811,[HL90]  94,5.1008333333,+59.2852777778,,,172,1,00 20 24.2    ,+59 17 07     ,D,,HII,HII,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.683358,490,5.11456785,59.29459645,[VSG2007] 1,5.1143333333,+59.2941444444,,,172,1,00 20 27.440  ,+59 17 38.92  ,D,2007ApJ...662..272V,Star,*,,,,,,,,,,,,,,,,,,,,,22.610,22.290,,,,,
1.756383,490,5.11456785,59.29459645,[VSG2007] 7,5.1148333333,+59.2941277778,,,172,1,00 20 27.560  ,+59 17 38.86  ,D,2007ApJ...662..272V,Star,*,,,,,,,,,,,,,,,,,,,,,19.030,18.780,,,,,
0.210015,492,5.0357617,59.31860675,LGGS J002008.59+591907.2,5.0357139532,+59.3186597564,0.000,0.000,90,1,00 20 08.57135,+59 19 07.1751,A,2020yCat.1350....0G,Em*,*|Em*,,,,,,,,,-0.456,0.066,0.413,0.465,90,,,,21.150,20.360,,,,,,,,,
1.946779,503,5.1117599,59.2908293,WBBH J002027+591728.7,5.1123000000,+59.2912944444,,,172,2,00 20 26.952  ,+59 17 28.66  ,C,2017MNRAS.467.2113W,Radio,Rad,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.511120,512,5.1127495,59.29132625,[HL90] 111,5.1125000000,+59.2913888889,,,172,16,00 20 27.0    ,+59 17 29     ,D,,HII,HII,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.753562,512,5.1127495,59.29132625,[CPF88] 001744.3+590036.0,5.1123416667,+59.2913472222,0.090,0.006,90,7,00 20 26.962  ,+59 17 28.85  ,D,1994ApJ...422..586A,Maser,Mas,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.834266,512,5.1127495,59.29132625,WBBH J002027+591728.7,5.1123000000,+59.2912944444,,,172,2,00 20 26.952  ,+59 17 28.66  ,C,2017MNRAS.467.2113W,Radio,Rad,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.028448,520,5.11562125,59.293909,LGGS J002027.75+591738.1,5.1156250000,+59.2939166667,,,172,1,00 20 27.75   ,+59 17 38.1   ,D,2007AJ....133.2393M,Star,*,,,,,,,,,,,,,,,,,19.200,18.620,18.150,,,,,,,,
0.182484,520,5.11562125,59.293909,[VSG2007] 22,5.1157083333,+59.2939333333,,,172,1,00 20 27.770  ,+59 17 38.16  ,D,2007ApJ...662..272V,Star,*,,,,,,,,,,,,,,,,,,,,,20.230,19.340,,,,,
0.345564,520,5.11562125,59.293909,[TG2009] 54,5.1154583333,+59.2938611111,,,172,3,00 20 27.71   ,+59 17 37.9   ,C,2015ApJ...804..123L,Cl*,Cl*,,,,,,,,,,,,,,0.063000,0.063000,90,17.543,16.874,16.481,,,,,,,,
0.551352,520,5.11562125,59.293909,[H2001] 4-1,5.1157083333,+59.2940555556,,,172,5,00 20 27.77   ,+59 17 38.6   ,D,2001ApJ...559..225H,Cl*,Cl*,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.711167,520,5.11562125,59.293909,[MAC92] 24-A,5.1152916667,+59.2938055556,,,172,4,00 20 27.67   ,+59 17 37.7   ,D,2003A&A...404..483C,multiple_object,WR*|mul,,,,,WN+OB,,,,,,,,,,,,,18.800,,,,,,,,,
0.786133,520,5.11562125,59.293909,LGGS J002027.73+591737.3,5.1155416667,+59.2936944444,,,172,1,00 20 27.73   ,+59 17 37.3   ,D,2007AJ....133.2393M,Star,*,,,,,,,,,,,,,,,,,19.120,18.560,18.190,,,,,,,,
0.789023,520,5.11562125,59.293909,[MAC92] 24-B,5.1159166667,+59.2937500000,,,172,4,00 20 27.82   ,+59 17 37.5   ,D,2003A&A...404..483C,multiple_object,WR*|mul,,,,,,,,,,,,,,,,,,21.300,,,,,,,,,
0.884582,520,5.11562125,59.293909,[MAC92] 24,5.1155416667,+59.2936666667,,,172,12,00 20 27.73   ,+59 17 37.2   ,D,2002ApJ...580L..35M,multiple_object,WR*|mul,,,,,WN,,,,,,,,,,,,,,,,,,,,,,
1.648698,520,5.11562125,59.293909,[VSG2007] 7,5.1148333333,+59.2941277778,,,172,1,00 20 27.560  ,+59 17 38.86  ,D,2007ApJ...662..272V,Star,*,,,,,,,,,,,,,,,,,,,,,19.030,18.780,,,,,
1.864089,520,5.11562125,59.293909,[VSG2007] 19,5.1147166667,+59.2936750000,,,172,1,00 20 27.532  ,+59 17 37.23  ,D,2007ApJ...662..272V,Star,*,,,,,,,,,,,,,,,,,,,,,17.920,17.010,,,,,
0.113422,536,5.02360665,59.30176015,LGGS J002005.69+591806.4,5.0236132334,+59.3017914763,0.001,0.001,90,1,00 20 05.66718,+59 18 06.4493,A,2020yCat.1350....0G,Em*,*|Em*,,,,,,,,,2.356,-2.212,1.475,1.409,90,,,,22.690,21.590,,,,,,,,,
0.283220,538,5.02379895,59.307325250000005,[TG2009] 10,5.0237083333,+59.3073888889,,,172,2,00 20 05.69   ,+59 18 26.6   ,C,2015ApJ...804..123L,Cl*,Cl*,,,,,,,,,,,,,,0.054000,0.054000,90,21.791,20.252,19.185,,,,,,,,
1.614283,542,5.02310835,59.303580600000004,[MCG2003] IC 10 PN 26,5.0238375000,+59.3033305556,,,172,1,00 20 05.721  ,+59 18 11.99  ,D,2009MNRAS.398..280M,PN?_Candidate,PN?,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.040099,544,5.035707,59.3207514,[HL90]  18,5.0362500000,+59.3208333333,,,172,1,00 20 08.7    ,+59 19 15     ,D,,HII,HII,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.678141,545,5.0996488,59.2831363,NVSS J002028+591704,5.0987500000,+59.2830555556,,,172,5,00 20 23.7    ,+59 16 59     ,D,,Radio,PoG|Rad,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.106612,552,5.1121504,59.2889456,[MAC92] 14-B,5.1121250000,+59.2889722222,,,172,2,00 20 26.91   ,+59 17 20.3   ,D,2003A&A...404..483C,Star,*|WR*,,,,,,,,,,,,,,,,,,22.400,,,,,,,,,
0.353149,552,5.1121504,59.2889456,[MAC92] 14-A,5.1119583333,+59.2889444444,,,172,3,00 20 26.87   ,+59 17 20.2   ,D,2003A&A...404..483C,WR*,WR*,,,,,WC5,,,,,,,,,,,,,20.700,,,,,,,,,
0.355030,552,5.1121504,59.2889456,LGGS J002026.94+591719.9,5.1122500000,+59.2888611111,,,172,9,00 20 26.94   ,+59 17 19.9   ,D,2007AJ....133.2393M,multiple_object,*|WR*|mul,,,,,WC?,,,,,,,,,,,,21.190,20.610,19.970,,,,,,,,
0.165020,553,5.0222953,59.30465285,LGGS J002005.35+591816.9,5.0222210012,+59.3046785930,0.001,0.001,90,1,00 20 05.33304,+59 18 16.8429,A,2020yCat.1350....0G,Em*,*|Em*,,,,,,,,,9.894,-1.413,0.652,0.710,90,,,,22.520,21.480,,,,,,,,,
0.165020,553,5.0222953,59.30465285,LGGS J002005.35+591816.8,5.0222210012,+59.3046785930,0.001,0.001,90,1,00 20 05.33304,+59 18 16.8429,A,2020yCat.1350....0G,Em*,*|Em*,,,,,,,,,9.894,-1.413,0.652,0.710,90,,,,22.570,21.180,,,,,,,,,
1.542753,556,5.02259835,59.3004368,[WM98] HA 3,5.0229166667,+59.3008333333,,,172,1,00 20 05.5    ,+59 18 03     ,D,1998AJ....116.2363W,PartofG,PoG,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.017847,563,5.0958408,59.2811635,[TG2009] 42,5.0958333333,+59.2811666667,,,172,2,00 20 23.00   ,+59 16 52.2   ,C,2015ApJ...804..123L,Cl*,Cl*,,,,,,,,,,,,,,0.008000,0.008000,90,21.165,20.131,19.391,,,,,,,,
0.995714,566,5.1197068,59.2952131,RSMV  3,5.1201250000,+59.2953888889,,,172,1,00 20 28.83   ,+59 17 43.4   ,D,2001A&A...366L...1R,WR*,WR*,,,,,WC?,,,,,,,,,,,,,,,,,,,,,,
0.308594,570,5.11449865,59.2896752,[TG2009] 52,5.1144166667,+59.2897500000,,,172,3,00 20 27.46   ,+59 17 23.1   ,C,2015ApJ...804..123L,Cl*,Cl*,,,,,,,,,,,,,,,,,19.817,19.040,18.182,,,,,,,,
0.069964,576,5.12305265,59.3022334,[TG2009] 56,5.1230404208,+59.3022518044,0.007,0.006,90,2,00 20 29.52970,+59 18 08.1065,C,2020yCat.1350....0G,Cl*,*|Cl*,,,,,,,,,,,,,,0.020000,0.020000,90,21.449,19.954,18.992,,,,,,,,
0.147983,577,5.0212775,59.3011503,[LSG2012] 8,5.0212498737,+59.3011116889,0.000,0.000,90,2,00 20 05.09997,+59 18 04.0021,A,2020yCat.1350....0G,Star,*|IR,,,,,,,,,-0.008,-0.124,0.246,0.252,90,,,,23.350,21.100,19.430,15.610,14.810,14.130,,,,,
0.414744,588,5.0285537,59.3183605,[TG2009] 12,5.0287083333,+59.3184444444,,,172,2,00 20 06.89   ,+59 19 06.4   ,C,2015ApJ...804..123L,Cl*,Cl*,,,,,,,,,,,,,,0.020000,0.020000,90,22.380,21.273,20.209,,,,,,,,
1.069145,594,5.1032539,59.2827942,[HL90] 103,5.1033333333,+59.2825000000,,,172,1,00 20 24.8    ,+59 16 57     ,D,,HII,HII,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.529322,597,5.0746863,59.330445999999995,[TG2009] 29,5.0745833333,+59.3305833333,,,172,2,00 20 17.90   ,+59 19 50.1   ,C,2015ApJ...804..123L,Cl*,Cl*,,,,,,,,,,,,,,0.062000,0.062000,90,20.867,19.832,19.129,,,,,,,,
0.252134,627,5.03066435,59.321378100000004,[TG2009] 13,5.0307083333,+59.3214444444,,,172,2,00 20 07.37   ,+59 19 17.2   ,C,2015ApJ...804..123L,Cl*,Cl*,,,,,,,,,,,,,,0.020000,0.020000,90,22.173,20.873,20.080,,,,,,,,
0.043720,634,5.018100349999999,59.30441345,LGGS J002004.36+591815.9,5.0180810692,+59.3044205646,0.000,0.000,90,1,00 20 04.33946,+59 18 15.9140,A,2020yCat.1350....0G,Em*,*|Em*,,,,,,,0.0685,0.3190,0.048,-0.290,0.286,0.297,90,,,,21.670,20.260,,,,,,,,,
0.035290,638,5.12525855,59.29848125,LGGS J002030.09+591754.6,5.1252697043,+59.2984732711,0.000,0.000,90,1,00 20 30.06473,+59 17 54.5038,A,2020yCat.1350....0G,Em*,*|Em*,,,,,,,,,0.122,-0.034,0.162,0.176,90,,,,19.990,19.180,,,,,,,,,
0.290991,654,5.1130132,59.2850877,WBBH J002027+591706.1,5.1131415289,+59.2850403995,0.010,0.003,90,2,00 20 27.15397,+59 17 06.1454,C,2020yCat.1350....0G,Radio,*|Rad,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.441399,654,5.1130132,59.2850877,[BLR2008] IC 10  3,5.1133333333,+59.2847222222,,,172,1,00 20 27.2    ,+59 17 05     ,D,2008ApJ...686..948B,MolCld,MoC,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.888549,654,5.1130132,59.2850877,[LBW2006] B11b,5.1137500000,+59.2847222222,,,172,3,00 20 27.30   ,+59 17 05.0   ,D,2006ApJ...643..825L,MolCld,MoC,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.579527,656,5.1191921,59.2892809,[H2001] 4-5,5.1189583333,+59.2893888889,,,172,3,00 20 28.55   ,+59 17 21.8   ,D,2001ApJ...559..225H,Cl*,Cl*,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.887552,657,5.1272714,59.3011555,[HL90] 136,5.1275000000,+59.3016666667,,,172,1,00 20 30.6    ,+59 18 06     ,D,,HII,HII,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.453879,658,5.1110354,59.2839609,[LL2015] 50,5.1110688520,+59.2838359858,0.001,0.001,90,3,00 20 26.65652,+59 17 01.8095,A,2020yCat.1350....0G,Cl*,*|Cl*,,,,,,,,,-3.287,1.552,1.364,1.394,90,0.017000,0.017000,90,19.578,18.840,18.277,,,,,,,,
0.577390,658,5.1110354,59.2839609,[H2001] 4-3,5.1107500000,+59.2840277778,,,172,3,00 20 26.58   ,+59 17 02.5   ,D,2001ApJ...559..225H,Cl*,Cl*,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.294920,660,5.0180875,59.309782600000005,[TG2009] 9,5.0180416667,+59.3098611111,,,172,2,00 20 04.33   ,+59 18 35.5   ,C,2015ApJ...804..123L,Cl*,Cl*,,,,,,,,,,,,,,0.034000,0.034000,90,23.349,21.871,20.904,,,,,,,,
0.067704,673,5.1027826,59.2800987,LGGS J002024.68+591648.3,5.1027915227,+59.2800804540,0.000,0.000,90,1,00 20 24.66997,+59 16 48.2896,A,2020yCat.1350....0G,Em*,*|Em*,,,,,,,1.7537,0.5632,-1.993,0.647,0.510,0.514,90,,,,21.860,20.750,,,,,,,,,
0.151783,675,5.1147562,59.2854288,LGGS J002027.55+591707.5,5.1147592916,+59.2853866676,0.001,0.001,90,7,00 20 27.54223,+59 17 07.3920,A,2020yCat.1350....0G,Cl*,*|Cl*|Em*,,,,,,,0.3947,0.9454,-5.017,-1.135,0.864,0.898,90,0.007000,0.007000,90,20.088,19.271,18.591,,,,,,,,
0.384791,689,5.0315980499999995,59.32407795,[LL2015] 14,5.0315385122,+59.3239754706,0.000,0.000,90,2,00 20 07.56924,+59 19 26.3117,A,2020yCat.1350....0G,Cl*,*|Cl*,,,,,,,0.2847,0.4248,-0.029,0.019,0.328,0.345,90,0.023000,0.023000,90,21.251,20.020,18.788,,,,,,,,
0.170485,698,5.01888415,59.31454935,[LSG2012] 7,5.0188333619,+59.3145097151,0.000,0.000,90,1,00 20 04.52001,+59 18 52.2350,A,2020yCat.1350....0G,Star,*|IR,,,,,,,0.4050,0.2844,-0.073,-0.126,0.246,0.264,90,,,,25.290,22.560,20.350,15.560,14.430,13.790,,,,,
0.460505,704,5.1237720499999995,59.290936,LGGS J002029.77+591727.2,5.1239894359,+59.2908724481,0.002,0.001,90,1,00 20 29.75746,+59 17 27.1408,A,2020yCat.1350....0G,Em*,*|Em*,,,,,,,,,-4.510,-4.471,2.256,1.688,90,,,,21.590,20.990,,,,,,,,,
1.962936,706,5.1296972,59.303153,[LBW2006] B13,5.1304166667,+59.3027500000,,,172,1,00 20 31.30   ,+59 18 09.9   ,D,2006ApJ...643..825L,MolCld,MoC,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.467475,717,5.0275134999999995,59.3228355,[TG2009] 11,5.0273750000,+59.3229444444,,,172,2,00 20 06.57   ,+59 19 22.6   ,C,2015ApJ...804..123L,Cl*,Cl*,,,,,,,,,,,,,,0.028000,0.028000,90,21.332,20.218,19.426,,,,,,,,
1.610626,717,5.0275134999999995,59.3228355,[DBL2004] 200,5.0267500000,+59.3230555556,,,172,1,00 20 06.42   ,+59 19 23.0   ,D,2004A&A...424..125D,C*,C*,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.535248,719,5.1212255,59.2881615,[HL90] 130,5.1204166667,+59.2880555556,,,172,1,00 20 28.9    ,+59 17 17     ,D,,HII,HII,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.495745,721,5.12553125,59.29213915,[HL90] 134,5.1262500000,+59.2919444444,,,172,1,00 20 30.3    ,+59 17 31     ,D,,HII,HII,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.282308,733,5.0133925999999995,59.300439499999996,2MASS J00200322+5918013,5.0134333333,+59.3003638889,0.060,0.060,90,2,00 20 03.224  ,+59 18 01.31  ,C,2003yCat.2246....0C,Star,*|IR,,,,,,,,,,,,,,,,,24.020,21.270,19.430,15.200,14.050,13.670,,,,,
